Weekly Infectious Disease Bulletin - Year 2019,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
11,2019-03-10 00:00:00,2019-03-16 00:00:00,0,0,1,1,1,0,0,0,109,0,0,0,105,0,2,5,0,0,0,2,0,1,11,0,0,0,0,3,3,0,39,0,0,0,0,0,0,0,2881.4545454545455,86.9090909090909,581.6363636363636,13.454545454545455
12,2019-03-17 00:00:00,2019-03-23 00:00:00,0,0,1,0,0,0,0,0,96,1,1,0,68,0,4,9,0,0,0,2,0,0,9,1,0,1,0,2,2,0,42,0,0,0,0,0,0,0,2591.4545454545455,86.72727272727273,506.90909090909093,10.727272727272727
13,2019-03-24 00:00:00,2019-03-30 00:00:00,0,0,2,1,1,0,0,0,99,1,1,1,85,0,1,12,0,0,0,1,0,0,6,0,1,2,0,2,4,0,66,0,0,0,0,0,0,0,2686.909090909091,84.18181818181819,584.1818181818181,13.272727272727273
14,2019-03-31 00:00:00,2019-04-06 00:00:00,0,0,0,2,4,0,0,0,108,0,0,0,91,0,1,9,0,0,0,1,0,1,7,1,0,0,0,1,1,0,72,0,0,0,0,0,0,0,2833.818181818182,85.0909090909091,608.5454545454545,11.090909090909092
15,2019-04-07 00:00:00,2019-04-13 00:00:00,0,0,1,2,0,0,0,0,125,0,2,0,115,0,0,17,0,0,0,0,0,1,7,1,0,2,0,0,0,0,36,0,0,0,0,0,0,0,2869.818181818182,84,585.8181818181819,14.363636363636363
16,2019-04-14 00:00:00,2019-04-20 00:00:00,0,0,0,0,0,0,0,0,134,1,1,0,107,0,0,7,0,0,0,2,0,1,2,0,0,0,0,1,2,0,42,0,0,0,0,0,0,0,2995.3333333333335,91.33333333333333,614,14.88888888888889
17,2019-04-21 00:00:00,2019-04-27 00:00:00,0,0,0,1,0,0,0,0,156,1,0,1,98,0,1,5,0,0,0,0,0,0,13,0,3,1,0,3,2,0,37,0,0,0,0,0,0,0,2963.090909090909,83.63636363636364,644.9090909090909,11.636363636363637
18,2019-04-28 00:00:00,2019-05-04 00:00:00,0,2,1,3,0,0,0,0,192,2,0,0,84,0,3,6,0,0,0,0,0,0,5,0,1,1,0,0,1,0,36,0,0,0,0,0,0,0,3223.777777777778,90.44444444444444,684.4444444444445,15.11111111111111
19,2019-05-05 00:00:00,2019-05-11 00:00:00,0,0,1,1,2,0,0,0,287,0,0,0,99,0,1,13,0,0,0,0,0,0,15,2,3,3,0,3,4,1,41,0,1,0,0,0,0,0,3184.181818181818,82.72727272727273,643.2727272727273,10.909090909090908
20,2019-05-12 00:00:00,2019-05-18 00:00:00,0,0,2,0,0,0,0,0,307,2,1,0,130,0,2,11,0,0,0,2,0,0,11,0,0,1,0,1,5,0,40,0,0,0,0,0,0,0,3060.181818181818,91.45454545454545,674,15.272727272727273
21,2019-05-19 00:00:00,2019-05-25 00:00:00,0,0,1,1,0,0,0,0,376,2,0,0,91,0,4,10,0,0,0,0,0,1,12,1,0,2,0,0,3,0,55,0,0,0,0,0,0,0,3210.222222222222,84.88888888888889,675.3333333333334,12.88888888888889
22,2019-05-26 00:00:00,2019-06-01 00:00:00,0,0,1,1,0,0,0,0,400,1,0,0,131,0,1,8,0,0,0,1,0,1,9,0,0,0,0,1,2,0,40,0,0,0,0,0,0,0,3017.4545454545455,78.54545454545455,637.0909090909091,12.909090909090908
23,2019-06-02 00:00:00,2019-06-08 00:00:00,0,0,2,0,1,0,0,0,396,4,1,6,89,0,2,8,0,0,0,0,0,0,14,0,0,1,0,0,3,0,41,0,0,0,0,0,0,0,2824.4444444444443,88.22222222222223,640.4444444444445,12.444444444444445
24,2019-06-09 00:00:00,2019-06-15 00:00:00,0,1,1,0,0,0,0,0,464,3,1,3,115,0,5,8,0,0,0,1,0,1,17,0,0,0,0,2,4,0,43,0,0,0,0,0,0,0,2797.2727272727275,85.45454545454545,513.2727272727273,9.090909090909092
25,2019-06-16 00:00:00,2019-06-22 00:00:00,0,0,0,0,1,0,0,0,430,3,0,1,145,0,7,5,0,0,0,0,0,3,16,0,0,0,0,1,1,0,37,0,0,0,0,0,0,0,2824.3636363636365,87.0909090909091,554.1818181818181,12.363636363636363
26,2019-06-23 00:00:00,2019-06-29 00:00:00,0,0,1,1,1,0,0,0,492,5,1,1,143,0,7,6,0,0,0,0,0,2,6,0,0,2,0,2,3,0,33,0,0,0,0,0,0,0,2956.909090909091,84.54545454545455,592.7272727272727,12.727272727272727
27,2019-06-30 00:00:00,2019-07-06 00:00:00,0,0,0,3,0,0,0,0,591,2,1,1,126,0,8,6,0,0,0,1,0,0,12,1,0,2,0,1,4,1,43,0,0,0,0,0,0,2,3182.3636363636365,87.0909090909091,679.0909090909091,13.454545454545455
28,2019-07-07 00:00:00,2019-07-13 00:00:00,0,0,0,0,0,0,0,0,661,2,1,3,135,0,10,5,0,0,0,1,0,1,8,0,0,2,1,1,4,0,31,0,2,0,0,0,0,0,3312,84.9090909090909,726,11.818181818181818
29,2019-07-14 00:00:00,2019-07-20 00:00:00,1,1,0,0,1,0,0,0,644,2,0,1,129,0,17,10,0,0,0,2,0,0,12,0,1,2,0,1,7,0,47,0,0,0,0,0,0,0,3290.3636363636365,83.81818181818181,696.7272727272727,14
30,2019-07-21 00:00:00,2019-07-27 00:00:00,0,0,2,4,2,0,0,0,601,4,0,3,115,0,9,8,0,0,0,0,0,0,7,0,0,1,0,1,2,0,29,0,0,0,0,0,0,0,3256.3636363636365,88.9090909090909,750.5454545454545,14
31,2019-07-28 00:00:00,2019-08-03 00:00:00,0,0,5,0,1,0,0,0,597,2,0,3,114,0,10,7,0,0,0,1,0,0,7,0,0,1,0,2,4,0,37,0,0,0,0,0,0,0,3101.818181818182,75.45454545454545,744.3636363636364,10.363636363636363
32,2019-08-04 00:00:00,2019-08-10 00:00:00,0,0,11,2,0,0,0,0,521,2,0,0,97,0,1,6,0,0,0,0,0,0,5,0,1,2,0,2,3,0,32,0,0,0,0,0,0,0,2837.1111111111113,71.11111111111111,696.4444444444445,11.555555555555555
33,2019-08-11 00:00:00,2019-08-17 00:00:00,0,0,2,2,0,0,0,0,522,2,0,1,97,0,3,8,0,0,0,0,0,0,19,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0,2794.222222222222,81.11111111111111,727.3333333333334,12.88888888888889
34,2019-08-18 00:00:00,2019-08-24 00:00:00,0,0,3,1,2,0,0,0,474,0,0,6,90,0,2,7,0,0,0,1,0,0,9,0,2,0,2,2,4,0,38,0,0,0,0,0,0,0,2621.4545454545455,85.0909090909091,728.7272727272727,12.545454545454545
35,2019-08-25 00:00:00,2019-08-31 00:00:00,0,1,3,3,0,0,0,0,412,2,0,1,103,0,5,11,0,0,0,2,0,0,7,0,0,0,0,3,2,0,31,0,0,0,0,0,0,0,2509.6363636363635,76.9090909090909,671.6363636363636,12.181818181818182
36,2019-09-01 00:00:00,2019-09-07 00:00:00,0,0,0,0,1,0,0,0,326,1,0,1,97,0,2,8,0,0,0,1,0,0,6,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,2392.7272727272725,72.72727272727273,609.6363636363636,11.272727272727273
37,2019-09-08 00:00:00,2019-09-14 00:00:00,0,0,1,1,2,0,0,0,314,3,1,2,117,0,2,8,0,0,0,0,0,2,8,1,1,0,0,1,2,0,29,0,3,0,0,0,0,0,2285.818181818182,78.9090909090909,538.5454545454545,11.090909090909092
38,2019-09-15 00:00:00,2019-09-21 00:00:00,0,0,0,2,1,0,0,0,299,2,2,2,100,0,0,7,0,0,0,0,0,0,9,0,0,0,1,0,1,0,38,0,1,0,0,0,0,0,2719.818181818182,89.45454545454545,570.5454545454545,14.545454545454545
39,2019-09-22 00:00:00,2019-09-28 00:00:00,0,0,1,2,0,0,0,0,258,3,0,1,104,0,2,8,0,0,0,1,0,1,6,0,1,0,0,1,1,0,43,0,0,0,0,0,0,0,2564,88,577.6363636363636,11.090909090909092
40,2019-09-29 00:00:00,2019-10-05 00:00:00,0,0,2,0,2,0,0,0,243,3,0,2,88,0,0,7,0,0,0,1,0,0,6,0,0,1,0,2,2,0,45,0,0,0,0,0,0,0,2618.5454545454545,71.45454545454545,572.3636363636364,12.545454545454545
41,2019-10-06 00:00:00,2019-10-12 00:00:00,0,0,0,1,0,0,0,0,227,1,2,4,105,0,2,6,0,0,0,0,0,0,8,1,1,0,0,0,2,0,37,0,0,0,0,0,0,0,2848,82.36363636363636,566.1818181818181,6.363636363636363
42,2019-10-13 00:00:00,2019-10-19 00:00:00,0,0,0,1,0,0,0,0,239,0,0,0,92,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,1,0,43,0,0,0,0,0,0,1,2987.090909090909,83.27272727272727,565.4545454545455,12.545454545454545
43,2019-10-20 00:00:00,2019-10-26 00:00:00,0,0,1,2,1,0,0,0,241,1,0,1,124,0,0,11,0,0,0,1,0,0,4,1,1,0,0,1,1,0,36,0,1,0,0,0,0,0,2952.3636363636365,77.63636363636364,584.9090909090909,8.545454545454545
44,2019-10-27 00:00:00,2019-11-02 00:00:00,0,0,0,1,0,0,0,0,306,2,2,1,93,0,1,12,0,0,0,0,0,0,6,0,0,2,0,0,4,0,35,0,0,0,0,0,0,0,3208.222222222222,83.33333333333333,626.8888888888889,12.666666666666666
45,2019-11-03 00:00:00,2019-11-09 00:00:00,0,0,1,3,2,0,0,0,321,1,0,0,82,0,0,10,0,0,0,0,0,3,20,0,4,2,0,0,2,0,52,0,0,0,0,0,0,0,3155.6363636363635,82.54545454545455,586,8.727272727272727
46,2019-11-10 00:00:00,2019-11-16 00:00:00,0,0,1,2,1,0,0,0,372,1,0,0,95,0,0,8,0,0,0,0,0,0,9,0,1,0,0,0,1,1,33,0,0,0,0,0,0,0,3114.909090909091,80,581.0909090909091,12.727272727272727
47,2019-11-17 00:00:00,2019-11-23 00:00:00,0,1,2,1,2,0,0,0,328,2,2,1,98,0,1,5,0,0,0,1,0,0,11,1,0,2,0,0,4,0,37,0,0,0,0,0,0,0,3100.909090909091,77.0909090909091,559.4545454545455,10.363636363636363
48,2019-11-24 00:00:00,2019-11-30 00:00:00,0,1,1,1,0,0,0,0,295,0,1,0,111,0,0,10,0,0,0,1,0,2,10,1,1,0,1,0,2,0,35,0,0,0,0,0,0,0,2966,79.63636363636364,542.3636363636364,9.454545454545455
49,2019-12-01 00:00:00,2019-12-07 00:00:00,0,1,0,2,1,0,0,0,280,1,0,4,97,0,1,11,1,0,0,1,0,0,8,0,0,0,0,0,3,0,35,0,0,0,0,0,0,0,2965.6363636363635,82.9090909090909,525.8181818181819,7.454545454545454
50,2019-12-08 00:00:00,2019-12-14 00:00:00,0,0,5,0,1,0,0,0,257,0,2,0,97,0,0,3,0,,0,0,0,0,3,0,1,0,1,2,0,0,34,0,0,0,0,0,0,0,3061.818181818182,87.81818181818181,489.6363636363636,9.636363636363637
51,2019-12-15 00:00:00,2019-12-21 00:00:00,0,0,0,2,2,0,0,0,226,0,1,1,63,0,0,10,0,0,0,1,0,1,5,0,2,3,0,1,3,0,36,0,0,0,0,0,0,0,3049.818181818182,82.9090909090909,510.72727272727275,8.727272727272727
52,2019-12-22 00:00:00,2019-12-28 00:00:00,0,0,0,0,0,0,0,0,290,0,2,2,75,0,0,6,1,0,0,0,0,0,19,1,0,1,0,0,2,0,33,0,0,0,0,0,0,1,3701,99,598,17.75
