region,Area,date,Daily_Rainfall,Min_Temperature (°C),Max_Temperature (°C),Mean_Temperature (°C),total_cases_in_cluster
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,14
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,9
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,6
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,4
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,3
West,Choa Chu Kang (South),13-03-2020,0.0,29.7,35.7,26.1,2
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,183
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,152
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,59
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,53
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,32
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,22
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,17
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,14
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,9
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,6
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,4
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,3
West,Clementi,13-03-2020,0.0,29.2,35.2,25.8,2
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,183
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,152
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,59
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,53
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,32
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,22
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,17
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,14
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,9
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,6
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,4
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,3
West,Jurong (West),13-03-2020,0.0,29.1,34.5,25.5,2
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,183
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,152
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,59
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,53
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,32
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,22
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,17
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,14
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,9
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,6
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,4
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,3
West,Jurong Island,13-03-2020,0,29.7,33.1,27.1,2
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,183
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,152
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,59
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,53
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,32
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,22
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,17
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,14
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,9
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,6
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,4
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,3
West,Tuas South,13-03-2020,0.0,29.7,33.7,26.9,2
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,170
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,88
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,64
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,33
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,26
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,17
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,15
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,10
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,9
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,7
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,6
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,5
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,4
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,3
West,Choa Chu Kang (South),20-03-2020,0.0,28.6,32.8,26.3,2
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,170
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,88
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,64
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,33
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,26
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,17
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,15
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,10
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,9
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,7
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,6
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,5
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,4
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,3
West,Clementi,20-03-2020,7.8,27.9,34.1,25.8,2
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,170
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,88
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,64
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,33
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,26
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,17
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,15
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,10
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,9
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,7
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,6
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,5
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,4
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,3
West,Jurong (West),20-03-2020,0.0,28.1,33.4,25.9,2
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,170
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,88
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,64
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,33
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,26
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,17
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,15
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,10
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,9
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,7
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,6
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,5
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,4
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,3
West,Jurong Island,20-03-2020,0,28.8,31.8,27.1,2
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,170
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,88
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,64
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,33
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,26
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,17
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,15
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,10
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,9
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,7
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,6
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,5
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,4
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,3
West,Tuas South,20-03-2020,0.0,28.9,32.4,27,2
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,179
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,108
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,71
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,31
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,21
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,13
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,10
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,7
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,6
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,5
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,4
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,3
West,Choa Chu Kang (South),27-03-2020,16.0,28.3,36,25.3,2
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,179
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,108
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,71
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,31
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,21
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,13
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,10
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,7
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,6
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,5
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,4
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,3
West,Clementi,27-03-2020,5.2,28.4,35.9,25.6,2
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,179
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,108
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,71
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,31
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,21
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,13
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,10
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,7
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,6
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,5
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,4
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,3
West,Jurong (West),27-03-2020,10.4,27.7,34.3,24.6,2
West,Jurong Island,27-03-2020,4,28.7,32.4,26,179
West,Jurong Island,27-03-2020,4,28.7,32.4,26,108
West,Jurong Island,27-03-2020,4,28.7,32.4,26,71
West,Jurong Island,27-03-2020,4,28.7,32.4,26,31
West,Jurong Island,27-03-2020,4,28.7,32.4,26,21
West,Jurong Island,27-03-2020,4,28.7,32.4,26,13
West,Jurong Island,27-03-2020,4,28.7,32.4,26,10
West,Jurong Island,27-03-2020,4,28.7,32.4,26,7
West,Jurong Island,27-03-2020,4,28.7,32.4,26,6
West,Jurong Island,27-03-2020,4,28.7,32.4,26,5
West,Jurong Island,27-03-2020,4,28.7,32.4,26,4
West,Jurong Island,27-03-2020,4,28.7,32.4,26,3
West,Jurong Island,27-03-2020,4,28.7,32.4,26,2
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,179
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,108
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,71
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,31
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,21
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,13
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,10
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,7
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,6
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,5
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,4
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,3
West,Tuas South,27-03-2020,0.2,28.7,32.2,26.8,2
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,182
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,127
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,77
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,42
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,32
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,21
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,15
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,14
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,12
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,10
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,7
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,6
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,5
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,4
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,3
West,Choa Chu Kang (South),03-04-2020,23.8,28,33.3,24.1,2
West,Clementi,03-04-2020,23.4,28,33.1,23.8,182
West,Clementi,03-04-2020,23.4,28,33.1,23.8,127
West,Clementi,03-04-2020,23.4,28,33.1,23.8,77
West,Clementi,03-04-2020,23.4,28,33.1,23.8,42
West,Clementi,03-04-2020,23.4,28,33.1,23.8,32
West,Clementi,03-04-2020,23.4,28,33.1,23.8,21
West,Clementi,03-04-2020,23.4,28,33.1,23.8,15
West,Clementi,03-04-2020,23.4,28,33.1,23.8,14
West,Clementi,03-04-2020,23.4,28,33.1,23.8,12
West,Clementi,03-04-2020,23.4,28,33.1,23.8,10
West,Clementi,03-04-2020,23.4,28,33.1,23.8,7
West,Clementi,03-04-2020,23.4,28,33.1,23.8,6
West,Clementi,03-04-2020,23.4,28,33.1,23.8,5
West,Clementi,03-04-2020,23.4,28,33.1,23.8,4
West,Clementi,03-04-2020,23.4,28,33.1,23.8,3
West,Clementi,03-04-2020,23.4,28,33.1,23.8,2
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,182
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,127
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,77
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,42
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,32
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,21
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,15
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,14
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,12
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,10
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,7
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,6
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,5
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,4
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,3
West,Jurong (West),03-04-2020,38.6,27.5,32.6,23.8,2
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,182
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,127
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,77
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,42
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,32
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,21
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,15
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,14
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,12
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,10
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,7
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,6
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,5
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,4
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,3
West,Jurong Island,03-04-2020,32.4,28.7,33.3,24.3,2
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,182
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,127
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,77
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,42
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,32
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,21
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,15
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,14
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,12
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,10
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,7
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,6
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,5
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,4
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,3
West,Tuas South,03-04-2020,6.6,28.2,31.6,24.9,2
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,186
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,137
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,80
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,43
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,34
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,17
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,15
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,14
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,11
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,8
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,6
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,4
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,3
West,Choa Chu Kang (South),09-04-2020,0.0,29,34.7,24.9,2
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,186
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,137
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,80
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,43
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,34
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,17
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,15
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,14
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,11
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,8
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,6
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,4
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,3
West,Clementi,09-04-2020,0.0,28.9,34.8,25.1,2
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,186
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,137
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,80
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,43
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,34
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,17
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,15
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,14
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,11
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,8
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,6
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,4
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,3
West,Jurong (West),09-04-2020,0.2,28.6,35,25.1,2
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,186
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,137
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,80
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,43
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,34
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,17
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,15
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,14
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,11
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,8
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,6
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,4
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,3
West,Jurong Island,09-04-2020,0.0,29.2,32.5,26.6,2
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,186
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,137
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,80
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,43
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,34
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,17
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,15
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,14
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,11
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,8
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,6
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,4
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,3
West,Tuas South,09-04-2020,0.0,29.4,32.9,26.5,2
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,189
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,142
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,83
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,30
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,24
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,18
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,17
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,15
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,12
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,11
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,8
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,4
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,3
West,Choa Chu Kang (South),17-04-2020,0.0,29.6,35,25.8,2
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,189
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,142
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,83
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,30
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,24
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,18
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,17
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,15
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,12
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,11
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,8
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,4
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,3
West,Clementi,17-04-2020,0.0,29.6,34.8,26.8,2
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,189
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,142
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,83
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,30
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,24
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,18
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,17
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,15
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,12
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,11
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,8
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,4
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,3
West,Jurong (West),17-04-2020,0.0,29.4,34.8,26,2
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,189
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,142
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,83
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,30
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,24
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,18
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,17
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,15
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,12
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,11
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,8
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,4
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,3
West,Jurong Island,17-04-2020,0.0,29.8,32.5,27.6,2
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,189
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,142
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,83
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,30
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,24
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,18
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,17
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,15
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,12
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,11
West,Tuas South,17-04-2020,0.0,30.1,33.3,27.3,8
