region,Area,date,Daily_Rainfall,Min_Temperature (°C),Max_Temperature (°C),Mean_Temperature (°C),total_cases_in_cluster
North,Admiralty,03-01-2020,0.2,27.5,30.4,25.7,58
North,Admiralty,03-01-2020,0.2,27.5,30.4,25.7,13
North,Admiralty,03-01-2020,0.2,27.5,30.4,25.7,9
North,Admiralty,03-01-2020,0.2,27.5,30.4,25.7,3
North,Admiralty,03-01-2020,0.2,27.5,30.4,25.7,2
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,68
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,17
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,11
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,4
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,3
North,Admiralty,10-01-2020,0.4,26.9,30.3,25.1,2
North,Admiralty,17-01-2020,0.0,27.8,32.4,24.8,74
North,Admiralty,17-01-2020,0.0,27.8,32.4,24.8,20
North,Admiralty,17-01-2020,0.0,27.8,32.4,24.8,16
North,Admiralty,17-01-2020,0.0,27.8,32.4,24.8,8
North,Admiralty,17-01-2020,0.0,27.8,32.4,24.8,2
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,80
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,27
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,21
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,13
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,4
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,3
North,Admiralty,24-01-2020,0.0,27.6,31.3,25,2
North,Admiralty,31-01-2020,0.0,27.9,31.9,25.7,31
North,Admiralty,31-01-2020,0.0,27.9,31.9,25.7,16
North,Admiralty,31-01-2020,0.0,27.9,31.9,25.7,4
North,Admiralty,31-01-2020,0.0,27.9,31.9,25.7,3
North,Admiralty,31-01-2020,0.0,27.9,31.9,25.7,2
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,35
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,33
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,21
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,6
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,5
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,4
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,3
North,Admiralty,07-02-2020,0.0,27.5,31.1,25.1,2
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,38
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,37
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,16
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,6
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,5
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,4
North,Admiralty,14-02-2020,0.0,28,32.6,25.4,2
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,40
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,22
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,5
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,4
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,3
North,Admiralty,21-02-2020,4.8,26.6,29.7,24,2
North,Admiralty,28-02-2020,0.0,28,32.3,25.4,26
North,Admiralty,28-02-2020,0.0,28,32.3,25.4,5
North,Admiralty,28-02-2020,0.0,28,32.3,25.4,3
North,Admiralty,28-02-2020,0.0,28,32.3,25.4,2
North,Admiralty,06-03-2020,0.0,27.5,31.7,25.1,30
North,Admiralty,06-03-2020,0.0,27.5,31.7,25.1,12
North,Admiralty,06-03-2020,0.0,27.5,31.7,25.1,6
North,Admiralty,06-03-2020,0.0,27.5,31.7,25.1,5
North,Admiralty,06-03-2020,0.0,27.5,31.7,25.1,4
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,32
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,16
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,9
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,7
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,5
North,Admiralty,13-03-2020,0.0,29.3,36,25.8,3
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,33
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,16
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,9
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,7
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,3
North,Admiralty,20-03-2020,0.0,28.1,32.8,26,2
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,12
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,8
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,7
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,4
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,3
North,Admiralty,27-03-2020,30.6,28.1,34.6,23.8,2
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,14
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,13
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,11
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,5
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,3
North,Admiralty,03-04-2020,     8.6,27.9,32.7,24.4,2
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,15
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,14
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,13
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,5
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,4
North,Admiralty,09-04-2020,     0.2,28.7,34.4,25.3,2
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,24
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,17
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,13
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,9
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,6
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,3
North,Admiralty,17-04-2020,     0.0,29.5,34.3,26.6,2
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,29
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,17
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,14
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,11
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,4
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,3
North,Admiralty,24-04-2020,     4.0,27.2,34.6,25.1,2
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,33
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,16
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,15
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,11
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,5
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,4
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,3
North,Admiralty,30-04-2020,     9.2,27.7,33.6,24.8,2
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,36
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,22
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,20
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,17
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,8
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,6
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,4
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,3
North,Admiralty,08-05-2020,     8.4,28.8,32.3,25.3,2
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,39
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,32
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,24
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,22
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,12
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,7
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,5
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,4
North,Admiralty,15-05-2020,     0.0,30.1,34.7,27,2
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,43
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,41
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,31
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,27
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,13
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,9
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,8
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,4
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,3
North,Admiralty,22-05-2020,    40.0,27.9,32.4,23.4,2
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,51
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,44
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,37
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,29
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,17
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,16
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,9
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,5
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,4
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,3
North,Admiralty,29-05-2020,     3.8,28.1,32.4,25.1,2
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,57
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,43
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,26
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,16
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,11
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,7
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,6
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,5
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,4
North,Admiralty,05-06-2020,9.8,27.9,31.5,23.9,2
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,201
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,98
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,64
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,58
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,53
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,31
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,23
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,9
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,8
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,6
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,5
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,4
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,3
North,Admiralty,03-07-2020,0.0,29.7,33.5,27.7,2
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,295
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,159
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,94
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,91
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,70
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,65
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,55
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,50
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,45
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,28
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,25
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,19
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,12
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,10
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,8
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,7
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,6
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,5
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,4
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,3
North,Admiralty,07-08-2020,0.0,29.9,33.6,27.3,2
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,332
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,221
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,140
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,91
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,81
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,54
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,42
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,33
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,30
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,10
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,9
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,8
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,7
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,6
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,4
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,3
North,Admiralty,18-09-2020,0.0,29.1,33.9,26.4,2
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,32
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,29
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,23
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,14
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,9
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,6
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,4
North,Admiralty,06-11-2020,0.0,29.3,33.6,26.1,3
East,Changi,03-01-2020,0.0,28,31.9,26,147
East,Changi,03-01-2020,0.0,28,31.9,26,132
East,Changi,03-01-2020,0.0,28,31.9,26,47
East,Changi,03-01-2020,0.0,28,31.9,26,13
East,Changi,03-01-2020,0.0,28,31.9,26,9
East,Changi,03-01-2020,0.0,28,31.9,26,5
East,Changi,03-01-2020,0.0,28,31.9,26,4
East,Changi,03-01-2020,0.0,28,31.9,26,3
East,Changi,03-01-2020,0.0,28,31.9,26,2
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,147
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,132
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,47
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,13
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,9
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,5
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,4
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,3
East,East Coast Parkway,03-01-2020,0.2,28.1,30.7,26.6,2
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,153
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,141
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,51
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,18
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,17
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,7
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,6
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,5
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,4
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,3
East,Changi,10-01-2020,2.4,27.1,30.5,24.1,2
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,153
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,141
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,51
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,18
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,17
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,7
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,6
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,5
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,4
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,3
East,East Coast Parkway,10-01-2020,4.0,27.4,29.7,24.6,2
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,154
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,144
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,60
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,24
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,22
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,9
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,8
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,6
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,5
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,4
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,3
East,Changi,17-01-2020,0.0,28.1,32.8,25.3,2
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,154
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,144
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,60
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,24
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,22
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,9
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,8
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,6
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,5
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,4
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,3
East,East Coast Parkway,17-01-2020,0.0,28,31.3,25.9,2
East,Changi,24-01-2020,0.0,28,31.8,25.6,147
East,Changi,24-01-2020,0.0,28,31.8,25.6,73
East,Changi,24-01-2020,0.0,28,31.8,25.6,31
East,Changi,24-01-2020,0.0,28,31.8,25.6,13
East,Changi,24-01-2020,0.0,28,31.8,25.6,12
East,Changi,24-01-2020,0.0,28,31.8,25.6,10
East,Changi,24-01-2020,0.0,28,31.8,25.6,9
East,Changi,24-01-2020,0.0,28,31.8,25.6,6
East,Changi,24-01-2020,0.0,28,31.8,25.6,5
East,Changi,24-01-2020,0.0,28,31.8,25.6,4
East,Changi,24-01-2020,0.0,28,31.8,25.6,3
East,Changi,24-01-2020,0.0,28,31.8,25.6,2
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,147
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,73
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,31
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,13
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,12
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,10
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,9
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,6
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,5
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,4
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,3
East,East Coast Parkway,24-01-2020,0.0,27.8,30.6,26.1,2
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,148
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,81
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,36
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,33
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,14
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,13
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,12
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,4
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,3
East,Changi,31-01-2020,0.0,28.5,32.1,26.5,2
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,148
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,81
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,36
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,33
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,14
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,13
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,12
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,4
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,3
East,East Coast Parkway,31-01-2020,0.0,28.3,31,26.8,2
East,Changi,07-02-2020,0.0,28,31.3,25.9,84
East,Changi,07-02-2020,0.0,28,31.3,25.9,46
East,Changi,07-02-2020,0.0,28,31.3,25.9,37
East,Changi,07-02-2020,0.0,28,31.3,25.9,19
East,Changi,07-02-2020,0.0,28,31.3,25.9,18
East,Changi,07-02-2020,0.0,28,31.3,25.9,13
East,Changi,07-02-2020,0.0,28,31.3,25.9,4
East,Changi,07-02-2020,0.0,28,31.3,25.9,3
East,Changi,07-02-2020,0.0,28,31.3,25.9,2
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,84
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,46
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,37
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,19
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,18
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,13
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,4
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,3
East,East Coast Parkway,07-02-2020,0.0,27.9,30.4,26.4,2
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,52
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,43
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,23
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,19
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,17
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,6
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,4
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,3
East,Changi,14-02-2020,0.0,28.4,31.9,26.1,2
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,52
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,43
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,23
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,19
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,17
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,6
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,4
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,3
East,East Coast Parkway,14-02-2020,0.0,28.3,31.4,26.5,2
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,61
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,44
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,31
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,6
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,4
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,3
East,Changi,21-02-2020,15.8,27.2,30.5,24.1,2
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,61
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,44
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,31
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,6
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,4
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,3
East,East Coast Parkway,21-02-2020,11.8,27.3,29.7,24.6,2
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,65
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,34
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,14
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,12
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,7
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,4
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,3
East,Changi,28-02-2020,0.0,28.4,32.3,26.3,2
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,65
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,34
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,14
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,12
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,7
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,4
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,3
East,East Coast Parkway,28-02-2020,0.0,28.3,31.3,26.6,2
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,69
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,38
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,17
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,15
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,8
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,6
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,5
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,4
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,3
East,Changi,06-03-2020,0.0,28.2,31.3,26.1,2
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,69
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,38
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,17
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,15
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,8
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,6
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,5
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,4
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,3
East,East Coast Parkway,06-03-2020,0.0,28.4,30.7,26.8,2
East,Changi,13-03-2020,0.0,29.3,34,26.1,72
East,Changi,13-03-2020,0.0,29.3,34,26.1,49
East,Changi,13-03-2020,0.0,29.3,34,26.1,22
East,Changi,13-03-2020,0.0,29.3,34,26.1,17
East,Changi,13-03-2020,0.0,29.3,34,26.1,9
East,Changi,13-03-2020,0.0,29.3,34,26.1,7
East,Changi,13-03-2020,0.0,29.3,34,26.1,6
East,Changi,13-03-2020,0.0,29.3,34,26.1,5
East,Changi,13-03-2020,0.0,29.3,34,26.1,4
East,Changi,13-03-2020,0.0,29.3,34,26.1,3
East,Changi,13-03-2020,0.0,29.3,34,26.1,2
